Country, Variable, Unit, Symbol," ""1965"""," ""1970"""," ""1975"""," ""1980"""," ""1985"""," ""1995"""," ""2000"""," ""2002"""," ""2005"""," ""2007"""," ""2010"""," ""2012"""," ""2015"""," ""2017"""," ""2020"""
Thailand, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , ,5.35,5.78,6.23,6.74,7.28,7.27
Thailand, SDG 6.4.2. Water Stress, %, E, , , , , , , , , ,23.01,23.01,23.01,23.01,23.01,23.01
Timor-Leste, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , ,13.04,13.04,13.04,13.04,13.04,13.04,13.04
Timor-Leste, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , ,29.04,32.05,22.12,25.32,58.63,91.61,145.53,123.13,267.86
Timor-Leste, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,0.07,0.08,0.09,0.1,0.08,0.07,0.09
Timor-Leste, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , ,40.24,9.71,5.88,6.15,9.04,10.07,10.25,10.96,11.77
Timor-Leste, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,0.6,0.63,0.94,1.1,1.18,1.2,1.53
Timor-Leste, SDG 6.4.2. Water Stress, %, E, , , , , , , , ,28.27,28.27,28.27,28.27,28.27,28.27,28.27
Togo, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.54,0.52, , , , , , , 
Togo, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.4, , ,0.52,0.52,0.52,0.52,0.52,0.52,0.52
Togo, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,54.32,81.87,103.98,51.25,61.18,64.35,87.53,133.68,165.22,180.93
Togo, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
Togo, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,9.9,13.48,13.8,8.8,8.95,10.4,13.83,19.54,23.9,25.77
Togo, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,8.24,9.17,9.73,7.01,7.38,8.38,11.2,16.11,19.75,21.38
Togo, SDG 6.4.2. Water Stress, %, E, , , , , ,2.12,2.58,2.57,3.39,3.39,3.39,3.39,3.39,3.39,3.39
Trinidad and Tobago, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.44,0.42,0.39, , , , , , 
Trinidad and Tobago, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , ,0.41,0.43,0.43,0.43,0.43,0.43
Trinidad and Tobago, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , ,56.26,53.78,90.56,102.28,89.89,87.36,69.43,63.4,50.44
Trinidad and Tobago, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,1.95,2.8,2.08,1.74,1.77,1.63,2.75,2.88,2.46
Trinidad and Tobago, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , ,40.4,45.96,41.79,48.76,53.05,52.58,64.26,60.04,58.53
Trinidad and Tobago, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , ,43.32,46.35,56.46,64.71,63.21,62.06,63.32,58.68,53.36
Trinidad and Tobago, SDG 6.4.2. Water Stress, %, E, , , , , , ,18.98,19.73,18.68,19.23,20.05,20.33,20.33,20.33,20.33
Tunisia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,53,46.91,51.31,53.3,54.63,56.63, , ,58.31,58.72
Tunisia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , ,58.74,63.1, , 
Tunisia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,51.63,60.2,55.96,57.9,67.17,68.21,77.88,112.25,111.5,143.33
Tunisia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.11,0.18,0.15,0.19,0.19,0.18,0.22,0.27,0.27,0.32
Tunisia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,36.33,39.18,38.8,41.97,44.71,47.16,44.4,38.66,33.11,32.14
Tunisia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,5.84,8.07,7.92,8.79,9.82,10.53,10.59,10.05,10.62,10.02
Tunisia, SDG 6.4.2. Water Stress, %, E, , ,27.17,48.24,58.4,72.34,66.02,71.71,72.85,73.61,79.12,84.27,92.02,89.53,98.11
Turkmenistan, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,97.07,101.65,106.49,106.6,106.75,106.86,107.01,109.88,65.09
Turkmenistan, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,94.55, , , , , , , , , 
Turkmenistan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,38.78,18.62,17.99,6.82,8.53,18.65,25.43,22.09,17.42,16.87
Turkmenistan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.07,0.12, ,0.11,0.14,0.12,0.11,0.13,0.14,0.22
Turkmenistan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, I, , , , , , , ,0.11, , , , , , , 
Turkmenistan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,4.72,7.89,7.54,9.59,11.65,11.4,11.87,17.82,19.49,30.02
Turkmenistan, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , ,0.41,0.51,0.48,0.57,0.71,0.98,1.19,1.26,1.18,1.17
Turkmenistan, SDG 6.4.2. Water Stress, %, E, , , , , ,123.06,127.91,133.96,143.56,143.69,144.08,144.34,144.73,148.67,135.21
Türkiye, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,14.89, , , ,18.03,19.63,22.82,23.65,25.65
Türkiye, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,12.35, ,14.29,14.82,15.65, , , , , 
Türkiye, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,40.07,70,27.53,98.66,112.15,87.53,97.22,131.99,247.24,251.77
Türkiye, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.25,0.27,0.31,0.35,0.37,0.44,0.41,0.38,0.35,0.38
Türkiye, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,32.83,35.36,48.23,57,68.96,72.96,81.64,84.06,83.52,83.31
Türkiye, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,8.11,8.58,8.69,11.22,12.52,11.29,12.31,12.94,14.11,13.75
Türkiye, SDG 6.4.2. Water Stress, %, E, , , , , ,24.98,31.2,29.62,29.9,30.8,34.88,37.52,39.89,43.67,45.71
Uganda, Agricultural water withdrawal as % of total renewable water resources, %, E, ,0.2, , , , ,0.2,0.2, , , , , , , 
Uganda, Agricultural water withdrawal as % of total renewable water resources, %, I, , ,0.2,0.2,0.2,0.2, , ,0.32,0.39,0.43,0.43,0.43,0.43,0.43
Uganda, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, ,25.45,17.92,11.02,7.34,16.96,26.02,40.32,46.87,53.38,114.77,115.64,144.73,141.48,168.24
Uganda, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.03,0.03,0.03,0.02,0.04,0.05,0.03,0.04,0.04
Uganda, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,26.7,22.07,14.89,13.64,23.35,32.05,31.04,27.97,29.32,36.3,37.96,44.19,45.69,49.55
Uganda, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,19.33,21.93,19.18,19.64,27.72,28.64,34.13,34.65,38.74
Uganda, SDG 6.4.2. Water Stress, %, E, ,1.83,2.03,2.23,2.42,2.82,3.02,3.31,4.57,5.41,5.83,5.83,5.83,5.83,5.83
Ukraine, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,3.13, ,2.58, ,2.54, ,1.71,2.66,1.75
Ukraine, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,3.98, ,2.91, ,2.57, ,2.39, , , 
Ukraine, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,2.37,1.83,2.3,3.66,4.41,3.21,3.76,4.08,4.71,4.25
Ukraine, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.13,0.08,0.08,0.06,0.04,0.03,0.04,0.06,0.06,0.1
Ukraine, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,7.69,9.73,12.56,16.19,19.68,18.33,21.24,19.81,21.01,20.84
Ukraine, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , , , , , , ,6.89,6.36,7.62
Ukraine, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,2.65,2.74,3.63,5.34,6.46,5.58,6.46, , , 
Ukraine, SDG 6.4.2. Water Stress, %, E, , , , , ,29.94,23.68,22.03,19.54,19.42,19.24,16.68,11.8,13.87,12.26
United Arab Emirates, Agricultural water withdrawal as % of total renewable water resources, %, E, , , ,480, ,938.67,1519.33, ,2208, , , , ,1580.16,1544.06
United Arab Emirates, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , ,632.89, , ,1751.33, ,2098.64,1934.61,1825.25,1661.21, , 
United Arab Emirates, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , ,934.58,469.69,308.85,825.64,1129.01,1835.59,2244.47,2556.39,3509.57,3621.87,3945.08,3631.1
United Arab Emirates, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , ,0.66,0.87,1.57,1.68,1.48,0.93,0.77,0.73,0.73,1.07,1.23,1.47
United Arab Emirates, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , ,310.28,167.04,142.55,172.45,199.14,184.04,136.16,90.73,74.07,87.91,88.15,88.69
United Arab Emirates, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , ,118.77,73.97,64.17,63.48,59.85,60.85,66.15,62.31,66.82,72.63,75.49,74.45
United Arab Emirates, SDG 6.4.2. Water Stress, %, E, , , ,600,868.44,1148.67,1555.87,1499.99,1866.67, , , , ,1630,1587.33
United Arab Emirates, SDG 6.4.2. Water Stress, %, I, , , , , , , , , ,1832.61,1781.52,1747.45,1696.36, , 
United Kingdom of Great Britain and Northern Ireland, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,1.17,1.33,0.89,0.98,0.9,0.81,0.71,0.86, , 
United Kingdom of Great Britain and Northern Ireland, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , , , ,0.8,0.8
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , ,65.97,87.33,188.13,394.8,486.02,389.01,489.91,471.8,421.82
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,0.62,0.46,0.26,0.26,0.56,0.76,0.7
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , ,128.84,143.3,182.74,221.23,229.89,293.46,329.74,328.22,343.35,362.45,363.3,347.4
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,226.95,287.41,297.23,296.78,321.27,325.38,307.62
United Kingdom of Great Britain and Northern Ireland, SDG 6.4.2. Water Stress, %, E, , , ,22.98,19.61,20.61,21.29,21.55,21.96,14.51,14.09,13.67,13.91,14.35,14.35
United Republic of Tanzania, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , ,4.81, , , , , , , 
United Republic of Tanzania, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,1.55,3.88, ,4.81,4.81,4.81,4.81,4.81,4.81,4.81
United Republic of Tanzania, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, ,46.75,54.79,57.14,45.79,102.83,129.59,162.88,217.95,260.16,312.35,384.92,448.26,533.92,775.41
United Republic of Tanzania, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , ,0.07,0.08,0.09,0.11,0.14,0.17,0.2,0.23
United Republic of Tanzania, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,39.93,30.33,24.08,18.87,18.62,19.51,20.42,23.91,26.96,30.19,32.06,38.65,41.08,48.06
United Republic of Tanzania, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , ,2.92,3.55,4.07,4.68,5.24,6.24,6.93,8.83
United Republic of Tanzania, SDG 6.4.2. Water Stress, %, E, , , , , ,4.87,10.65,12.96,12.96,12.96,12.96,12.96,12.96,12.96,12.96
United States of America, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,6.4, ,6.25, ,5.71, ,5.74, , 
United States of America, Agricultural water withdrawal as % of total renewable water resources, %, I, ,3.3,3.54,4.05,5.19,6.37, ,6.34, ,6.03, ,5.72, ,5.74,5.74
United States of America, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,8.03,9.53,8.89,10.08,11.51,11.53,12.81,14.73,15.18,14.72
United States of America, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.13,0.12,0.16,0.18,0.19,0.22,0.21,0.21,0.19
United States of America, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,137.61,168.37,175.25,189.05,201.91,215.17,228.44,255.83,266.7,274.03
United States of America, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,24.4,25.01,27.52,30.52,33.48,35.96,40.66,42.3,43.03
United States of America, SDG 6.4.2. Water Stress, %, E, , , ,32.8,31.14,29.74,30.01,30.14,30.33,28.81,26.53,27.19,28.16,28.16,28.16
Uruguay, Agricultural water withdrawal as % of total renewable water resources, %, E,0.34, , , , , ,1.84, , , , , , , , 
Uruguay, Agricultural water withdrawal as % of total renewable water resources, %, I, ,0.56,0.77,0.99,1.2,1.63, ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
Uruguay, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, ,144.84,137.6,147.05,100.25,89.51,79.8,68.37,87.16,95.64,120.64,121.72,123.79,110.38,108.85
Uruguay, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.14,0.15,0.17,0.17,0.16,0.23,0.21,0.17,0.23
Uruguay, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,92.11,61.72,56.64,45.81,53.98,55.76,48.8,49.31,54.92,67.56,75.97,90.14,99.81,90.79
Uruguay, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,8.12,7.09,7.58,8.39,10.34,11.37,12.98,13.74,12.75
Uruguay, SDG 6.4.2. Water Stress, %, E,1.74,2.89,4.04,5.19,6.34,8.64,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79
Uzbekistan, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , ,103.13, , , ,103.89,111.23, 
Uzbekistan, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,111.37,111.97,109.85, ,101.78,99.74,98.39, , ,111.23
Uzbekistan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,3.63,1.85,1.96,4.43,5.02,6.47,6.88,9.18,9.79,14.77
Uzbekistan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.18,0.22,0.25,0.27,0.29,0.29,0.37,0.43,0.43,0.43
Uzbekistan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,2.7,2.83,2.92,3.07,4.27,7.12,9.27,13.18,13.84,16.52
Uzbekistan, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,0.37,0.43,0.47,0.59,0.7,0.9,1.06,1.3,1.32,1.6
Uzbekistan, SDG 6.4.2. Water Stress, %, E, , , , , ,154,153.08,150.83,140.98,141.81,143.05,143.88,158.13,168.91,168.92
Venezuela (Bolivarian Republic of), Agricultural water withdrawal as % of total renewable water resources, %, E, ,0.14, , , , ,0.3, ,0.97,1.26, , , , , 
Venezuela (Bolivarian Republic of), Agricultural water withdrawal as % of total renewable water resources, %, I, , ,0.17,0.19,0.22,0.27, ,0.57, , ,1.26,1.26,1.26,1.26,1.26
Venezuela (Bolivarian Republic of), SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, ,135.14,189.18,208.23,157.42,162.12,163.14,144.65,186.41,208.01,207.27,213.43,199.31,109.79,57.14
Venezuela (Bolivarian Republic of), SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.47,0.29,0.25,0.28,0.42,0.43,0.34,0.48,0.11
Venezuela (Bolivarian Republic of), SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, ,30.62,28.23,28.5,25.39,29.3,27.17,24.38,21.1,28.75,27.81,33.21,29.16,22.74,8.48
Venezuela (Bolivarian Republic of), SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,25.72,17.02,13.66,14.01,13.88,15.32,13.84,9.35,4.01
Venezuela (Bolivarian Republic of), SDG 6.4.2. Water Stress, %, E, ,1.37,1.64,1.92,2.19,2.74,3.02,4.34,6.01,7.54,7.54,7.54,7.54,7.54,7.54
Viet Nam, Agricultural water withdrawal as % of total renewable water resources, %, E, , , ,3.96,4.6, , , ,8.79, , , , , , 
Viet Nam, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,6.48,7.63,8.1, ,8.79,8.79,8.79,8.79,8.79,8.79
Viet Nam, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , ,3.07,2.26,4.56,7.7,9.43,11.94,13.82,13.48,15.87,18.07,20.35,23.91
Viet Nam, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.17,0.25,0.25,0.24,0.26,0.28,0.3,0.28,0.26,0.27
Viet Nam, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , ,7.25,7.63,23.95,36.74,39.98,41,47.28,48.7,54.76,70.89,83.84,100.56
Viet Nam, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,0.88,1.12,1.22,1.28,1.46,1.48,1.69,1.99,2.25,2.63
Viet Nam, SDG 6.4.2. Water Stress, %, E, , , ,8.39,10.03,13.66,15.9,16.81,18.13,18.13,18.13,18.13,18.13,18.13,18.13
Yemen, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,145.71, ,154.05, , , , , , 
Yemen, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,137.14, ,149.05, ,154.05,154.05,154.05,154.05,154.05,154.05
Yemen, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,124.02,206.94,207.63,292.23,295.26,306.52,237.63,77.64,58.81,62.31
Yemen, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,0.71,0.8,1.08,1.11,0.81,0.64,0.67
Yemen, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,54.06,57.66,72.14,78.43,90.43,99.24,82.85,62.3,46.47,46.42
Yemen, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,11.81,12.84,13.94,11.5,6.78,5.11,5.19
Yemen, SDG 6.4.2. Water Stress, %, E, , , , , ,150.29,161.14, ,169.76, , , , , , 
Yemen, SDG 6.4.2. Water Stress, %, I, , , , , , , ,164.59, ,169.76,169.76,169.76,169.76,169.76,169.76
Zambia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , ,1.1, , , , , , , 
Zambia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,1.24,1.14, ,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Zambia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,17.4,12.44,14.32,20.21,28.63,37.94,43.56,49.36,57.67,66.64
Zambia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.04,0.06,0.07,0.08,0.08,0.08,0.09,0.05,0.05,0.03
Zambia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,11.54,15.38,16.92,20.19,22.61,30.57,36.04,43.71,43.22,44.54
Zambia, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , ,3.13,3.81,4.36,5.45,6.6,8.83,10.32,12.19,12.78,13.75
Zambia, SDG 6.4.2. Water Stress, %, E, , , , , ,3.05,2.9,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84
Zimbabwe, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , ,16.59, ,14.65, , ,13.41,13.85, 
Zimbabwe, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,11.1,15.02, ,15.43, ,14.19,13.88, , ,15.21
Zimbabwe, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,10.69,5.51,3.52,10.22,9.83,14.87,32.08,47.78,49.21,47.29
Zimbabwe, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.05,0.06,0.06,0.02,0.05,0.04,0.04,0.05,0.05,0.04
Zimbabwe, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,17.04,12.41,9.59,8.31,8.14,17.16,19.66,19.46,27.19,19.86
Zimbabwe, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,3.18,2.17,1.64,1.75,1.6,3.19,4.4,4.8,5.21,4.47
Zimbabwe, SDG 6.4.2. Water Stress, %, E, , , , , ,26.4,35.74,39.48,35.9,33.51,32.9,32.49,31.87,31.35,35.41
